sku_id,category,week,price,units_sold
541491007,T-shirt,5,19.02,36
541491007,T-shirt,6,16.78,44
544290007,T-shirt,1,17.51,110
544290007,T-shirt,2,18.24,103
544290007,T-shirt,3,19.32,93
544290007,T-shirt,4,16.64,119
544290007,T-shirt,5,18.1,104
544290007,T-shirt,6,17.54,109
544290007,T-shirt,7,19.37,93
544290007,T-shirt,8,16.67,119
544290007,T-shirt,9,17.16,113
544290007,T-shirt,10,19.55,92
552852034,T-shirt,1,19.17,98
552852034,T-shirt,2,18.87,100
552852034,T-shirt,3,19.61,94
552852034,T-shirt,4,20.17,90
552852034,T-shirt,5,18.04,108
552852034,T-shirt,6,18.11,107
552852034,T-shirt,7,18.47,104
552852034,T-shirt,8,18.82,101
553904006,T-shirt,1,20.93,40
553904006,T-shirt,2,19.3,46
553904006,T-shirt,3,18.09,51
553904006,T-shirt,4,17.1,56
553904006,T-shirt,5,19.72,44
553904006,T-shirt,6,17.29,55
553904006,T-shirt,7,16.8,58
554598087,T-shirt,1,20.08,68
554598087,T-shirt,2,19.43,72
554598087,T-shirt,3,16.14,97
554598087,T-shirt,4,17.67,84
554598087,T-shirt,5,18.32,79
554598087,T-shirt,6,17.79,83
554772015,T-shirt,1,18.09,37
554772015,T-shirt,2,18.93,34
554772015,T-shirt,3,16.12,45
554772015,T-shirt,4,19.47,33
554772015,T-shirt,5,18.47,36
554772015,T-shirt,6,19.12,34
554772015,T-shirt,7,17.57,39
554772015,T-shirt,8,16.72,42
554772015,T-shirt,9,18.17,37
554772041,T-shirt,1,18.13,61
554772041,T-shirt,2,16.49,72
554772041,T-shirt,3,18.0,62
554772041,T-shirt,4,20.91,49
554772041,T-shirt,5,19.76,53
554772041,T-shirt,6,20.91,49
561445018,T-shirt,1,16.48,95
561445018,T-shirt,2,16.09,99
561445018,T-shirt,3,16.4,96
561445018,T-shirt,4,17.82,84
561445018,T-shirt,5,20.86,65
561445018,T-shirt,6,18.73,77
561445018,T-shirt,7,19.76,71
561445018,T-shirt,8,17.6,85
561445018,T-shirt,9,19.59,72
562702001,T-shirt,1,19.77,52
562702001,T-shirt,2,20.61,49
562702001,T-shirt,3,19.94,52
562702001,T-shirt,4,19.05,56
562702001,T-shirt,5,20.06,51
562702001,T-shirt,6,18.01,61
564043001,T-shirt,1,19.18,40
564043001,T-shirt,2,17.06,48
564043001,T-shirt,3,17.87,45
564043001,T-shirt,4,17.07,48
564043001,T-shirt,5,20.5,36
564043001,T-shirt,6,17.18,48
564043001,T-shirt,7,16.6,51
564043001,T-shirt,8,16.17,53
569406004,T-shirt,1,20.3,75
569406004,T-shirt,2,17.41,96
569406004,T-shirt,3,20.8,72
569406004,T-shirt,4,20.65,73
569406004,T-shirt,5,18.16,89
569406004,T-shirt,6,17.13,98
570002073,T-shirt,1,17.59,52
570002073,T-shirt,2,17.11,55
570002073,T-shirt,3,18.72,47
570002073,T-shirt,4,19.08,46
570002073,T-shirt,5,18.65,48
570002073,T-shirt,6,20.75,40
570002073,T-shirt,7,20.97,39
570002097,T-shirt,1,16.93,65
570002097,T-shirt,2,20.68,47
570002097,T-shirt,3,19.32,52
570002097,T-shirt,4,20.6,47
570002097,T-shirt,5,17.28,63
570002097,T-shirt,6,20.27,48
570003040,T-shirt,1,19.15,80
570003040,T-shirt,2,19.11,80
570003040,T-shirt,3,17.94,89
570003040,T-shirt,4,16.05,106
570003040,T-shirt,5,16.86,98
570003040,T-shirt,6,16.73,99
570003040,T-shirt,7,16.57,101
570003040,T-shirt,8,19.26,79
570003040,T-shirt,9,16.67,100
570003040,T-shirt,10,16.42,102
572262002,T-shirt,1,20.66,89
572262002,T-shirt,2,17.45,116
572262002,T-shirt,3,18.55,105
572262002,T-shirt,4,20.02,93
572262002,T-shirt,5,19.45,98
572262002,T-shirt,6,19.75,95
572262002,T-shirt,7,19.85,95
572262002,T-shirt,8,18.69,104
572796014,T-shirt,1,17.9,109
572796014,T-shirt,2,18.02,108
572796014,T-shirt,3,20.08,91
572796014,T-shirt,4,18.81,101
572796014,T-shirt,5,18.13,107
572796014,T-shirt,6,19.59,95
572796014,T-shirt,7,18.28,106
573152031,T-shirt,1,18.94,46
573152031,T-shirt,2,17.34,53
573152031,T-shirt,3,18.91,46
573152031,T-shirt,4,19.94,43
573152031,T-shirt,5,17.74,52
573152031,T-shirt,6,17.2,54
573152031,T-shirt,7,19.62,44
573152031,T-shirt,8,19.92,43
573152031,T-shirt,9,20.76,40
575156013,T-shirt,1,16.78,116
575156013,T-shirt,2,20.23,86
575156013,T-shirt,3,20.13,87
575156013,T-shirt,4,19.91,88
575156013,T-shirt,5,19.06,94
575156013,T-shirt,6,19.61,90
575533011,T-shirt,1,20.5,44
575533011,T-shirt,2,16.54,62
575533011,T-shirt,3,20.88,42
575533011,T-shirt,4,16.82,60
575533011,T-shirt,5,17.32,57
575533011,T-shirt,6,16.47,62
575533011,T-shirt,7,20.01,45
578630014,T-shirt,1,17.23,106
578630014,T-shirt,2,18.32,96
578630014,T-shirt,3,18.88,92
578630014,T-shirt,4,19.55,87
578630014,T-shirt,5,19.38,88
578630014,T-shirt,6,17.2,106
578630014,T-shirt,7,16.19,117
578630014,T-shirt,8,20.15,82
579121005,T-shirt,1,19.66,37
579121005,T-shirt,2,16.06,52
579121005,T-shirt,3,18.13,43
579121005,T-shirt,4,17.58,45
579121005,T-shirt,5,20.25,36
579121005,T-shirt,6,20.76,34
579121005,T-shirt,7,18.11,43
579121005,T-shirt,8,20.85,34
579121005,T-shirt,9,16.06,52
581452003,T-shirt,1,20.3,89
581452003,T-shirt,2,16.02,131
581452003,T-shirt,3,19.74,93
581452003,T-shirt,4,18.86,100
581452003,T-shirt,5,16.46,125
581452003,T-shirt,6,20.65,87
581452003,T-shirt,7,19.87,92
581452003,T-shirt,8,16.72,122
581452003,T-shirt,9,20.81,86
581452003,T-shirt,10,16.62,123
582340002,T-shirt,1,18.11,94
582340002,T-shirt,2,20.05,80
582340002,T-shirt,3,19.06,87
582340002,T-shirt,4,19.36,85
582340002,T-shirt,5,16.15,113
582340002,T-shirt,6,20.19,79
582340004,T-shirt,1,19.32,36
582340004,T-shirt,2,16.71,46
582340004,T-shirt,3,17.34,43
582340004,T-shirt,4,20.91,32
582340004,T-shirt,5,20.89,32
582340004,T-shirt,6,17.61,42
582340004,T-shirt,7,17.2,44
582340004,T-shirt,8,17.14,44
583486001,T-shirt,1,17.79,66
583486001,T-shirt,2,19.55,56
583486001,T-shirt,3,18.02,64
583486001,T-shirt,4,16.71,73
583486001,T-shirt,5,19.04,59
583486001,T-shirt,6,18.6,61
584973001,T-shirt,1,20.1,61
584973001,T-shirt,2,19.0,67
584973001,T-shirt,3,16.28,86
584973001,T-shirt,4,19.37,65
584973001,T-shirt,5,17.41,77
584973001,T-shirt,6,16.34,85
586500001,T-shirt,1,18.13,77
586500001,T-shirt,2,19.25,70
586500001,T-shirt,3,18.29,76
586500001,T-shirt,4,17.18,84
586500001,T-shirt,5,18.31,75
586500001,T-shirt,6,20.24,64
588705003,T-shirt,1,18.07,68
588705003,T-shirt,2,18.71,64
588705003,T-shirt,3,19.66,59
588705003,T-shirt,4,16.29,80
588705003,T-shirt,5,18.27,66
588705003,T-shirt,6,16.47,79
588705003,T-shirt,7,19.62,59
588705003,T-shirt,8,19.03,62
588705003,T-shirt,9,17.63,70
590184005,T-shirt,1,18.0,87
590184005,T-shirt,2,19.27,78
590184005,T-shirt,3,20.45,71
590184005,T-shirt,4,18.61,82
590184005,T-shirt,5,18.65,82
590184005,T-shirt,6,17.59,90
590184005,T-shirt,7,19.99,74
590375001,T-shirt,1,18.7,81
590375001,T-shirt,2,20.0,72
590375001,T-shirt,3,17.07,93
590375001,T-shirt,4,18.76,80
590375001,T-shirt,5,17.76,88
590375001,T-shirt,6,19.73,74
590375001,T-shirt,7,19.5,75
590951010,T-shirt,1,18.04,45
590951010,T-shirt,2,17.72,47
590951010,T-shirt,3,16.01,55
590951010,T-shirt,4,20.23,38
590951010,T-shirt,5,16.71,51
590951010,T-shirt,6,18.5,44
592837001,T-shirt,1,16.14,107
592837001,T-shirt,2,16.93,99
592837001,T-shirt,3,19.07,81
592837001,T-shirt,4,19.96,76
592837001,T-shirt,5,20.41,73
592837001,T-shirt,6,17.49,94
592837001,T-shirt,7,17.95,90
592837001,T-shirt,8,18.26,87
592837001,T-shirt,9,16.13,107
592837001,T-shirt,10,20.31,74
594581029,T-shirt,1,20.46,85
594581029,T-shirt,2,20.63,84
594581029,T-shirt,3,18.47,101
594581029,T-shirt,4,17.52,109
594581029,T-shirt,5,18.4,101
594581029,T-shirt,6,17.09,114
594581029,T-shirt,7,18.38,101
596329003,T-shirt,1,18.72,108
596329003,T-shirt,2,16.55,132
596329003,T-shirt,3,16.76,129
596329003,T-shirt,4,18.64,109
596329003,T-shirt,5,17.37,122
596329003,T-shirt,6,19.14,105
596329003,T-shirt,7,17.85,117
596329003,T-shirt,8,17.1,125
596428002,T-shirt,1,18.79,64
596428002,T-shirt,2,18.15,67
596428002,T-shirt,3,18.94,63
596428002,T-shirt,4,19.47,60
596428002,T-shirt,5,18.85,63
596428002,T-shirt,6,18.78,64
596428002,T-shirt,7,18.17,67
596428002,T-shirt,8,18.14,67
596428002,T-shirt,9,18.45,65
596956002,T-shirt,1,20.64,41
596956002,T-shirt,2,20.67,41
596956002,T-shirt,3,20.22,43
596956002,T-shirt,4,18.83,48
596956002,T-shirt,5,20.59,41
596956002,T-shirt,6,19.24,46
596956002,T-shirt,7,20.37,42
598806012,T-shirt,1,17.33,80
598806012,T-shirt,2,16.28,88
598806012,T-shirt,3,17.76,77
598806012,T-shirt,4,16.99,83
598806012,T-shirt,5,16.67,85
598806012,T-shirt,6,19.68,65
598806012,T-shirt,7,17.05,82
604847004,T-shirt,1,17.99,73
604847004,T-shirt,2,19.92,62
604847004,T-shirt,3,19.7,63
604847004,T-shirt,4,20.93,57
604847004,T-shirt,5,19.86,62
604847004,T-shirt,6,17.41,77
604847004,T-shirt,7,16.07,87
604847004,T-shirt,8,20.83,58
604847004,T-shirt,9,19.57,64
604847004,T-shirt,10,20.05,61
607347010,T-shirt,1,17.22,124
607347010,T-shirt,2,17.38,122
607347010,T-shirt,3,17.61,120
607347010,T-shirt,4,18.98,106
607347010,T-shirt,5,17.03,126
607347010,T-shirt,6,16.2,137
607347010,T-shirt,7,19.45,102
607347010,T-shirt,8,16.1,138
610776006,T-shirt,1,20.95,45
610776006,T-shirt,2,19.91,49
610776006,T-shirt,3,19.21,52
610776006,T-shirt,4,18.81,54
610776006,T-shirt,5,20.68,46
610776006,T-shirt,6,18.63,54
610776006,T-shirt,7,18.0,57
610776006,T-shirt,8,20.16,48
610776006,T-shirt,9,20.69,46
610822020,T-shirt,1,17.37,96
610822020,T-shirt,2,20.4,74
610822020,T-shirt,3,18.04,90
610822020,T-shirt,4,17.21,97
610822020,T-shirt,5,19.54,79
610822020,T-shirt,6,19.17,82
610822020,T-shirt,7,19.57,79
611503032,T-shirt,1,19.21,51
611503032,T-shirt,2,16.57,64
611503032,T-shirt,3,17.51,59
611503032,T-shirt,4,16.15,67
611503032,T-shirt,5,18.43,54
611503032,T-shirt,6,17.6,58
615021002,T-shirt,1,20.82,31
615021002,T-shirt,2,18.01,40
615021002,T-shirt,3,19.28,36
615021002,T-shirt,4,16.63,45
615021002,T-shirt,5,17.09,43
615021002,T-shirt,6,18.29,39
615808001,T-shirt,1,16.54,50
615808001,T-shirt,2,19.48,38
615808001,T-shirt,3,16.78,48
615808001,T-shirt,4,16.77,49
615808001,T-shirt,5,18.95,40
615808001,T-shirt,6,16.21,51
619561002,T-shirt,1,16.45,54
619561002,T-shirt,2,20.75,37
619561002,T-shirt,3,18.27,46
619561002,T-shirt,4,20.46,38
619561002,T-shirt,5,19.27,42
619561002,T-shirt,6,16.52,54
619561002,T-shirt,7,18.08,46
619561002,T-shirt,8,16.97,51
619561010,T-shirt,1,17.19,76
619561010,T-shirt,2,19.84,60
619561010,T-shirt,3,16.05,85
619561010,T-shirt,4,17.34,75
619561010,T-shirt,5,18.65,67
619561010,T-shirt,6,18.37,68
619561010,T-shirt,7,20.69,56
620424053,T-shirt,1,18.62,35
620424053,T-shirt,2,19.87,32
620424053,T-shirt,3,20.01,31
620424053,T-shirt,4,20.18,31
620424053,T-shirt,5,17.05,41
620424053,T-shirt,6,18.28,36
620424053,T-shirt,7,20.14,31
620424053,T-shirt,8,20.7,30
621522001,T-shirt,1,16.59,99
621522001,T-shirt,2,19.44,77
621522001,T-shirt,3,19.68,75
621522001,T-shirt,4,19.6,76
621522001,T-shirt,5,18.34,84
621522001,T-shirt,6,20.21,72
621522001,T-shirt,7,19.02,80
621522001,T-shirt,8,20.96,68
621522026,T-shirt,1,20.05,50
621522026,T-shirt,2,20.63,48
621522026,T-shirt,3,16.79,67
621522026,T-shirt,4,18.6,57
621522026,T-shirt,5,16.6,68
621522026,T-shirt,6,19.97,51
621522026,T-shirt,7,18.05,60
621522026,T-shirt,8,19.47,53
621522026,T-shirt,9,16.14,71
621522026,T-shirt,10,19.88,51
623330001,T-shirt,1,18.51,93
623330001,T-shirt,2,20.95,76
623330001,T-shirt,3,19.8,84
623330001,T-shirt,4,17.31,104
623330001,T-shirt,5,17.14,106
623330001,T-shirt,6,16.79,109
623330001,T-shirt,7,20.02,82
623330001,T-shirt,8,17.53,102
623330001,T-shirt,9,19.37,87
623330001,T-shirt,10,18.69,92
623784006,T-shirt,1,17.78,57
623784006,T-shirt,2,20.37,46
623784006,T-shirt,3,18.63,53
623784006,T-shirt,4,18.05,56
623784006,T-shirt,5,19.74,48
623784006,T-shirt,6,20.52,46
623784006,T-shirt,7,20.08,47
623784006,T-shirt,8,18.47,54
624486091,T-shirt,1,19.42,35
624486091,T-shirt,2,15.99,48
624486091,T-shirt,3,19.72,34
624486091,T-shirt,4,17.69,41
624486091,T-shirt,5,18.87,37
624486091,T-shirt,6,19.8,34
624486091,T-shirt,7,18.54,38
625939035,T-shirt,1,19.11,38
625939035,T-shirt,2,19.27,38
625939035,T-shirt,3,16.14,50
625939035,T-shirt,4,18.67,40
625939035,T-shirt,5,20.07,35
625939035,T-shirt,6,17.02,46
625939035,T-shirt,7,18.65,40
625939035,T-shirt,8,18.23,41
626257005,T-shirt,1,18.02,103
626257005,T-shirt,2,19.58,90
626257005,T-shirt,3,20.96,81
626257005,T-shirt,4,17.0,114
626257005,T-shirt,5,17.32,110
626257005,T-shirt,6,19.83,89
626257007,T-shirt,1,18.0,47
626257007,T-shirt,2,17.26,50
626257007,T-shirt,3,20.88,37
626257007,T-shirt,4,16.86,52
626257007,T-shirt,5,17.31,50
626257007,T-shirt,6,16.03,56
626257007,T-shirt,7,18.89,43
626257007,T-shirt,8,20.29,39
627067003,T-shirt,1,17.2,41
627067003,T-shirt,2,16.35,45
627067003,T-shirt,3,16.11,46
627067003,T-shirt,4,18.31,37
627067003,T-shirt,5,20.58,31
627067003,T-shirt,6,16.08,46
627067003,T-shirt,7,19.62,34
627067003,T-shirt,8,17.29,41
627067003,T-shirt,9,17.09,42
627067003,T-shirt,10,19.51,34
628331005,T-shirt,1,20.43,93
628331005,T-shirt,2,17.99,114
628331005,T-shirt,3,19.75,98
628331005,T-shirt,4,20.56,92
628331005,T-shirt,5,17.56,119
628331005,T-shirt,6,17.63,118
628331005,T-shirt,7,18.72,107
628331005,T-shirt,8,18.03,114
628331005,T-shirt,9,19.8,98
628331005,T-shirt,10,18.68,108
630326001,T-shirt,1,18.81,46
630326001,T-shirt,2,19.28,44
630326001,T-shirt,3,16.44,57
630326001,T-shirt,4,17.74,50
630326001,T-shirt,5,16.44,57
630326001,T-shirt,6,16.03,59
630326001,T-shirt,7,16.25,58
630777017,T-shirt,1,19.07,69
630777017,T-shirt,2,18.1,75
630777017,T-shirt,3,17.54,78
630777017,T-shirt,4,20.13,63
630777017,T-shirt,5,18.53,72
630777017,T-shirt,6,18.47,72
630777017,T-shirt,7,16.56,86
630777017,T-shirt,8,17.08,82
630777017,T-shirt,9,17.79,77
633162020,T-shirt,1,18.69,43
633162020,T-shirt,2,17.95,46
633162020,T-shirt,3,19.09,41
633162020,T-shirt,4,17.95,46
633162020,T-shirt,5,18.78,43
633162020,T-shirt,6,17.97,46
633162020,T-shirt,7,20.5,37
633162020,T-shirt,8,17.86,46
634706003,T-shirt,1,20.23,43
634706003,T-shirt,2,18.5,49
634706003,T-shirt,3,18.81,48
634706003,T-shirt,4,18.7,48
634706003,T-shirt,5,16.04,62
634706003,T-shirt,6,16.22,61
634706003,T-shirt,7,19.07,47
637223003,T-shirt,1,19.16,62
637223003,T-shirt,2,16.56,78
637223003,T-shirt,3,20.02,57
637223003,T-shirt,4,17.17,73
637223003,T-shirt,5,18.13,67
637223003,T-shirt,6,19.27,61
640882001,T-shirt,1,20.05,53
640882001,T-shirt,2,19.81,54
640882001,T-shirt,3,18.45,61
640882001,T-shirt,4,17.8,65
640882001,T-shirt,5,17.98,63
640882001,T-shirt,6,20.53,51
640882001,T-shirt,7,16.84,71
640882001,T-shirt,8,20.3,52
640882001,T-shirt,9,16.97,70
641550002,T-shirt,1,19.93,67
641550002,T-shirt,2,20.58,63
641550002,T-shirt,3,18.48,75
641550002,T-shirt,4,16.51,90
641550002,T-shirt,5,16.19,93
641550002,T-shirt,6,16.93,87
641550002,T-shirt,7,20.14,66
641550002,T-shirt,8,18.86,73
641550002,T-shirt,9,16.69,89
647684009,T-shirt,1,16.77,112
647684009,T-shirt,2,19.09,91
647684009,T-shirt,3,19.21,90
647684009,T-shirt,4,18.85,93
647684009,T-shirt,5,18.1,99
647684009,T-shirt,6,18.9,92
647684009,T-shirt,7,18.66,94
647684009,T-shirt,8,20.71,80
647684011,T-shirt,1,17.96,79
647684011,T-shirt,2,18.84,73
647684011,T-shirt,3,18.82,73
647684011,T-shirt,4,18.54,75
647684011,T-shirt,5,16.28,93
647684011,T-shirt,6,19.55,69
647684011,T-shirt,7,19.65,68
647684011,T-shirt,8,18.41,76
647684011,T-shirt,9,20.5,64
647684011,T-shirt,10,20.91,62
651456013,T-shirt,1,17.48,107
651456013,T-shirt,2,19.27,92
651456013,T-shirt,3,17.85,104
651456013,T-shirt,4,20.44,83
651456013,T-shirt,5,17.86,104
651456013,T-shirt,6,17.88,103
651456013,T-shirt,7,19.79,88
651456013,T-shirt,8,18.94,94
653275035,T-shirt,1,19.5,76
653275035,T-shirt,2,18.06,87
653275035,T-shirt,3,18.2,85
653275035,T-shirt,4,16.61,99
653275035,T-shirt,5,18.34,84
653275035,T-shirt,6,20.8,69
653275035,T-shirt,7,16.56,100
653275035,T-shirt,8,18.83,81
653275035,T-shirt,9,16.08,104
655769002,T-shirt,1,20.44,60
655769002,T-shirt,2,19.32,66
655769002,T-shirt,3,19.7,64
655769002,T-shirt,4,17.93,74
655769002,T-shirt,5,20.68,59
655769002,T-shirt,6,19.51,65
655769002,T-shirt,7,16.35,86
655769002,T-shirt,8,18.97,68
655769002,T-shirt,9,16.47,85
658517001,T-shirt,1,19.89,93
658517001,T-shirt,2,16.05,132
658517001,T-shirt,3,17.42,115
658517001,T-shirt,4,16.08,131
658517001,T-shirt,5,16.01,132
658517001,T-shirt,6,16.15,130
658517001,T-shirt,7,18.6,104
658517001,T-shirt,8,16.45,127
658518001,T-shirt,1,18.57,65
658518001,T-shirt,2,17.22,73
658518001,T-shirt,3,20.18,57
658518001,T-shirt,4,18.54,65
658518001,T-shirt,5,17.75,70
658518001,T-shirt,6,18.83,63
658518001,T-shirt,7,19.35,61
658518001,T-shirt,8,18.78,64
658518001,T-shirt,9,20.65,55
669714005,T-shirt,1,20.93,81
669714005,T-shirt,2,18.1,103
669714005,T-shirt,3,17.0,114
669714005,T-shirt,4,18.48,99
669714005,T-shirt,5,18.47,99
669714005,T-shirt,6,18.32,101
669714005,T-shirt,7,16.09,124
669714005,T-shirt,8,16.63,118
669714005,T-shirt,9,16.7,117
669714005,T-shirt,10,17.75,106
670538002,T-shirt,1,18.18,58
670538002,T-shirt,2,20.35,48
670538002,T-shirt,3,16.6,67
670538002,T-shirt,4,17.07,64
670538002,T-shirt,5,19.32,52
670538002,T-shirt,6,18.87,54
670538002,T-shirt,7,20.57,47
671057004,T-shirt,1,16.3,134
671057004,T-shirt,2,18.26,112
671057004,T-shirt,3,19.91,97
671057004,T-shirt,4,16.01,138
671057004,T-shirt,5,20.01,96
671057004,T-shirt,6,20.62,92
671057004,T-shirt,7,16.75,128
671777022,T-shirt,1,17.28,61
671777022,T-shirt,2,17.25,62
671777022,T-shirt,3,18.25,56
671777022,T-shirt,4,17.28,61
671777022,T-shirt,5,16.14,69
671777022,T-shirt,6,16.52,66
671777022,T-shirt,7,20.24,48
671777022,T-shirt,8,20.4,47
671777030,T-shirt,1,18.43,108
671777030,T-shirt,2,17.79,114
671777030,T-shirt,3,17.86,113
671777030,T-shirt,4,18.22,110
671777030,T-shirt,5,17.47,117
671777030,T-shirt,6,18.43,108
671777030,T-shirt,7,19.75,96
671777034,T-shirt,1,18.97,44
671777034,T-shirt,2,18.97,44
671777034,T-shirt,3,19.93,41
671777034,T-shirt,4,19.96,41
671777034,T-shirt,5,16.05,58
671777034,T-shirt,6,19.81,41
671777034,T-shirt,7,19.58,42
671777042,T-shirt,1,20.06,96
671777042,T-shirt,2,18.98,105
671777042,T-shirt,3,17.5,120
671777042,T-shirt,4,19.62,99
671777042,T-shirt,5,20.94,90
671777042,T-shirt,6,17.89,115
678342008,T-shirt,1,20.97,58
678342008,T-shirt,2,16.37,86
678342008,T-shirt,3,17.67,76
678342008,T-shirt,4,20.7,59
678342008,T-shirt,5,18.3,72
678342008,T-shirt,6,17.55,77
678342008,T-shirt,7,19.01,68
678342008,T-shirt,8,19.31,66
